Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
,Angola,-11.2027,17.8739,3/20/2020,1,AGO,2,202,17
,Angola,-11.2027,17.8739,3/19/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/18/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/17/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/16/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/15/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/14/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/13/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/12/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/11/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/10/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/9/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/8/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/7/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/6/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/5/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/4/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/3/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/2/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,3/1/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/29/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/28/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/27/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/26/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/25/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/24/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/23/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/22/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/21/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/20/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/19/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/18/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/17/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/16/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/15/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/14/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/13/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/12/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/11/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/10/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/9/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/8/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/7/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/6/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/5/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/4/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/3/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/2/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,2/1/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/31/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/30/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/29/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/28/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/27/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/26/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/25/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/24/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/23/2020,0,AGO,2,202,17
,Angola,-11.2027,17.8739,1/22/2020,0,AGO,2,202,17
,Antigua and Barbuda,17.0608,-61.7964,4/7/2020,19,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/6/2020,15,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/5/2020,15,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/4/2020,15,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/3/2020,15,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/2/2020,9,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,4/1/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/31/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/30/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/29/2020,7,ATG,19,419,29
